GSTIN of Jobworker,PARTY NAME ,State,Our Main Challan No.,Our Main Challan Date,Description of Goods Sent,UOM, Quantity Sent , Taxable Value , Tax Rate , Total ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,MAHARASTRA,320,27.06.2023,Connector Reducer QS-10-8 Festo 153039,EA, 10.00 ," 1,200.00 ", -   ," 1,200.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,MAHARASTRA,320,27.06.2023,Connector Tee QST--16 153133 FESTO,EA, 12.00 ," 2,100.00 ", -   ," 2,100.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,MAHARASTRA,320,27.06.2023,NON RETURN VALVE H-1/2-B PART 11691 Fes,EA, 4.00 ," 5,224.00 ", -   ," 5,224.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,MAHARASTRA,320,27.06.2023,"Serrated Nozzle 4"" - Triclover End S16",EA, 3.00 , 900.00 , -   , 900.00 ,,
36AALCP0909M1Z2,PIRAMAL PHARMA LTD,ANDRA PRADESH,323,27.06.2023,Pipe Flex 38 ID X 51 ID-DN40 FDA UPE Ant,MTRS, 1.00 ," 4,000.00 ", 315.00 ," 4,315.00 ",,
36AABCC2667F1ZT,Caplin Point Laboratories Limited,Telangana,324,27.06.2023,Gas spring Cylinder 75 Kg  ,EA, 2.00 ," 16,000.00 "," 2,880.00 "," 18,880.00 ",,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,327,28.06.2023,Bolt Hex Head Full Thred M12 50lg S04,EA, 50.00 ," 1,365.00 ", 246.00 ," 1,610.00 ",,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,327,28.06.2023,Nut Hexagonal Head M12 - SS 304,EA, 50.00 , 442.00 , 80.00 , 522.00 ,,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,327,28.06.2023,Washer Plain M 12 - SS 304,EA, 50.00 , 285.00 , 51.00 , 336.00 ,,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,327,28.06.2023,"Hose Clip  21"" - SS 304",EA, 4.00 ," 1,000.00 ", 180.00 ," 1,180.00 ",,
26AAACD0474C2Z6,DABUR INDIA LTD.,GUJARAT,339,03.07.2023,Gasket U Beeding 20 X 10 Silicon White,MTRS, 2.00 , 428.00 , 77.00 , 505.00 ,,
26AAACD0474C2Z6,DABUR INDIA LTD.,GUJARAT,339,03.07.2023,Valve Ball BS 25NB Act-Pne S6L PTFE MP,EA, 2.00 ," 8,000.00 "," 1,440.00 "," 9,440.00 ",,
26AAACD0474C2Z6,DABUR INDIA LTD.,GUJARAT,339,03.07.2023,"Regulator Air Pre. 3/4"" BSP 0-4 BAR FE",EA, 2.00 ," 8,642.00 "," 1,556.00 "," 10,198.00 ",,
26AAACD0474C2Z6,DABUR INDIA LTD.,GUJARAT,339,03.07.2023,"TRICLOVER CONNECTOR DN25 X 3/4"" BSP 316L",EA, 6.00 ," 4,183.00 ", 753.00 ," 4,936.00 ",,
26AAACD0474C2Z6,DABUR INDIA LTD.,GUJARAT,339,03.07.2023,"Triclover Clamp 13MHM 1"" OD 3A S04",EA, 7.00 ," 1,200.00 ", 216.00 ," 1,416.00 ",,
26AAACD0474C2Z6,DABUR INDIA LTD.,GUJARAT,339,03.07.2023,"Triclover Silicone Gasket 1"" OD 3A",EA, 7.00 , 98.00 , 18.00 , 116.00 ,,
26AAACD0474C2Z6,DABUR INDIA LTD.,GUJARAT,339,03.07.2023,"S.S.'y' manifold 1""",EA, 2.00 ," 2,560.00 ", 461.00 ," 3,021.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,"Serrated Nozzle 3"" Triclover End S6L",EA, 10.00 ," 4,650.00 ", 837.00 ," 5,487.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,"Triclover Clamp 13MHM 3"" OD 3A SS 304",EA, 10.00 ," 2,760.00 ", 497.00 ," 3,257.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,"Triclover Silicone Gasket 3"" OD 3A",EA, 10.00 , 250.00 , 45.00 , 295.00 ,,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,"Triclover Clamp 13MHM 2"" OD 3A S04",EA, 2.00 , 416.00 , 75.00 , 491.00 ,,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,"Triclover Silicone Gasket 2"" OD 3A",EA, 2.00 , 38.00 , 7.00 , 45.00 ,,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,Network Cable CAT-6 D-Link,EA, 10.00 , 230.00 , 41.00 , 271.00 ,,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,Junction Box Weather Proof 260L 160W 90H,EA, 2.00 ," 5,700.00 "," 1,026.00 "," 6,726.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,"Gland FLPDouble compression 3/4""x19mm Br",EA, 10.00 , 900.00 , 162.00 ," 1,062.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,"Gland FLPDouble compr. 3/4""x12mm Brass",EA, 10.00 , 900.00 , 162.00 ," 1,062.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,Bellow Round 150mm ID 300mm Long SIT,EA, 1.00 ," 2,250.00 ", 405.00 ," 2,655.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,Bellow Round 140 ID 150L 3mm Thk SIW,EA, 1.00 ," 2,025.00 ", 365.00 ," 2,390.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,"Triclover Clamp 13MHM 1"" OD 3A S04",EA, 2.00 , 344.00 , 62.00 , 406.00 ,,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,"Triclover Gasket Silicone 1"" OD",EA, 2.00 , 28.00 , 5.00 , 33.00 ,,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,Gasket U Beeding 20 X 10 Silicon White,EA," 2,500.00 "," 3,000.00 ", 540.00 ," 3,540.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,344,03.07.2023,Hmi With Pannel Stand,EA, 2.00 ," 2,00,000.00 "," 36,000.00 "," 2,36,000.00 ",,
26AAACD0474C2Z6,DABUR INDIA LTD.,GUJARAT,349,03.07.2023,Co-Mill of Double Drive Delumper,EA, 1.00 ," 51,800.00 "," 9,324.00 "," 61,124.00 ",,
 09AAACG2925P1Z9,Win Medicare (G S Pharmbutor Pvt Ltd (Nutrition Division),Uttar Pradesh ,352,04.07.2023,Pneumatic panel wall mounting bracket,EA, 8.00 ," 1,680.00 ", 302.00 ," 1,982.00 ",,
 09AAACG2925P1Z9,Win Medicare (G S Pharmbutor Pvt Ltd (Nutrition Division),Uttar Pradesh ,352,04.07.2023,"VALVE PULSE JET 1"" 24 V DC F S04 9150B AV",EA, 1.00 ," 3,083.00 ", 555.00 ," 3,638.00 ",,
 09AAACG2925P1Z9,Win Medicare (G S Pharmbutor Pvt Ltd (Nutrition Division),Uttar Pradesh ,352,04.07.2023,BELLOW ROUND 474 ID 400 L 3 MM SILICONE,EA, 2.00 ," 10,300.00 "," 1,854.00 "," 12,154.00 ",,
24AAACB4127A1ZJ,BHARAT RASAYAN LTD,GUJARAT,353,05.07.2023,DIP PIPE HASTALLOY OF DRUM CHARGING SYS,EA, 1.00 ," 10,000.00 ", -   ," 10,000.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,354,05.07.2023,Cable Flexible 4.0mmsq 4Core Copper,MTRS, 35.00 ," 6,440.00 "," 1,159.00 "," 7,599.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,354,05.07.2023,Cable Flexible 1.0mmsq 12 Core -,MTRS, 60.00 ," 9,840.00 "," 1,771.00 "," 11,611.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,361,06.07.2023,Cartridge Filter - 1Micron 65 Dia 250 Lg,EA, 1.00 ," 1,752.00 ", 315.00 ," 2,067.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,361,06.07.2023,"Triclover Ferrule 1"" OD 3A S6L  ",EA, 2.00 , 212.00 , 38.00 , 250.00 ,,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,361,06.07.2023,"Hose Clamp 4""(100mm) SS 304 ",EA, 12.00 , 576.00 , 104.00 , 680.00 ,,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,361,06.07.2023,"Hose Clip 3"" - SS 304 ",EA, 5.00 , 136.35 , 25.00 , 161.00 ,,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,361,06.07.2023,"Hose Clip 7"" - SS 304 ",EA, 3.00 , 165.00 , 30.00 , 195.00 ,,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,361,06.07.2023,"Valve Ball Screw End BSP 1"" WH MS          ",EA, 1.00 ," 3,800.00 ", 684.00 ," 4,484.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,361,06.07.2023,Valve Sol. 24V DC FLP Coil 5142462G R    ,EA, 7.00 ," 33,166.00 "," 5,970.00 "," 39,136.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,361,06.07.2023,Poly Tube Blue PUN-8X2.5-BL P-159666 F ,MTRS, 50.00 ," 2,450.00 ", 441.00 ," 2,891.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,361,06.07.2023,Connector Tee QST--8 Festo 153130         ,EA, 20.00 ," 3,100.00 ", 558.00 ," 3,658.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,361,06.07.2023,"Hose Pipe Thunder 2"" ID Plain -  SS 304  ",MTRS, 20.00 ," 8,060.00 "," 1,451.00 "," 9,511.00 ",,
,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,376,10.07.2023,PVC DUCT 50X32,EA, 4.00 , 620.00 , 112.00 , 732.00 ,,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd, Madhya Pradesh,378,10.07.2023,V TOP FILE,EA, 1.00 , -   , -   , -   ,,
36AAACD6745J1ZH,Divis Laboratories Ltd-UNIT 1,Telangana,380,10.07.2023,"UPE (UHMWPE) hose 2"" X 360 MM",EA, 1.00 ," 10,500.00 ", -   ," 10,500.00 ",,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,384,11.07.2023,"Triclover Clamp 13MHM 2"" OD 3A S04",EA, 2.00 , 448.00 , 81.00 , 529.00 ,,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,384,11.07.2023,"Triclover Clamp 13MHM 1 1/2"" OD 3A S04",EA, 8.00 ," 1,360.00 ", 245.00 ," 1,605.00 ",,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,384,11.07.2023,"Triclover Gasket Silicone 1 1/2"" OD 3A",EA, 8.00 , 112.00 , 20.00 , 132.00 ,,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,384,11.07.2023,"Serrated Nozzle 3"" Triclover End S6L",EA, 8.00 ," 2,944.00 ", 530.00 ," 3,474.00 ",,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,384,11.07.2023,"Triclover Ferrule 1 1/2"" OD 3A S6L",EA, 16.00 ," 1,680.00 ", 302.00 ," 1,982.00 ",,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,384,11.07.2023,"Triclover Ferrule 2"" OD 3A S6L",EA, 4.00 , 536.00 , 96.00 , 632.00 ,,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,384,11.07.2023,PIPE ERW 50 NB Sch 10 SS 304 X 1000 ,EA, 1.00 ," 1,510.00 ", 272.00 ," 1,782.00 ",,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,384,11.07.2023,"PIPE ERW 1.5"" OD 14 Swg SS 304 X 12000",EA, 1.00 ," 8,280.00 "," 1,490.00 "," 9,770.00 ",,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,384,11.07.2023,"Triclover Silicone Gasket 2"" OD 3A",EA, 6.00 , 114.00 , 21.00 , 135.00 ,,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,384,11.07.2023,"ReducerC EP 2""x1.5"" OD 12 swg S6L",EA, 1.00 , 215.00 , 39.00 , 254.00 ,,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,393,12.07.2023,"Reducer 3""X1""",EA, 2.00 ," 1,200.00 ", 216.00 ," 1,416.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,393,12.07.2023,Valve Ball BS 25NB Act-Pne S6L PTFE MP,EA, 2.00 ," 7,954.00 "," 1,432.00 "," 9,386.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,393,12.07.2023,HEPA FILTER 111X76X60 POLYURE. H14 3M R,EA, 1.00 ," 2,125.00 ", 383.00 ," 2,508.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,393,12.07.2023,Fluidization Cone FILTER COVER & SUPPORT,EA, 1.00 ," 2,990.00 ", 538.00 ," 3,528.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,393,12.07.2023,BELLOW ROUND 370MM ID 350MM LONG - PU,EA, 1.00 ," 3,782.00 ", 681.00 ," 4,463.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,393,12.07.2023, Valve Hand Lever H-5-1/4-B Part 8995F,EA, 1  ," 2,598.00 ", 468.00 ," 3,065.00 ",,
27AABCH3223J1ZS,Harman Finochem Limited (API SHENDR ),MAHARASTRA,399,14.07.2023,SAMPLE SEMI FINISH METFORMIN POWDER,KGS, 200.00 ," 20,000.00 "," 3,600.00 "," 23,600.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,403,15.07.2023,"Hand Gloves 6"" Long Brombutyl",EA, 1  ," 8,450.00 "," 1,521.00 "," 9,971.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,404,15.07.2023,"Reducer 3""X1""",EA, 2.00 ," 1,200.00 ", 216.00 ," 1,416.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,404,15.07.2023,Valve Ball BS 25NB Act-Pne S6L PTFE MP,EA, 2.00 ," 7,954.00 "," 1,432.00 "," 9,386.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,404,15.07.2023,HEPA FILTER 111X76X60 POLYURE. H14 3M R,EA, 1.00 ," 2,125.00 ", 383.00 ," 2,508.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,404,15.07.2023,Fluidization Cone FILTER COVER & SUPPORT,EA, 1.00 ," 2,990.00 ", 538.00 ," 3,528.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,404,15.07.2023,"Triclover Clamp 1"" OD 3A S04",EA, 2.00 , 340.00 , 61.00 , 401.00 ,,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,404,15.07.2023,Cable Armourd 1.5mmsq 4 Core -,Meter, 50.00 ," 5,550.00 ", 999.00 ," 6,549.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,404,15.07.2023,"Triclover Silicone Gasket 1"" OD 3A",EA, 2.00 , 28.00 , 5.00 , 33.00 ,,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,406,15.07.2023,"Triclover Ferrule 3"" OD 3A S6L",EA, 10.00 ," 1,850.00 ", 333.00 ," 2,183.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,406,15.07.2023,Distance piece for multi position valve ,EA, 1.00 ," 8,550.00 "," 1,539.00 "," 10,089.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,406,15.07.2023,B-DCS ROLLERS WITH BALL BEARING S04,EA, 1.00 , 965.00 , 174.00 ," 1,139.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,406,15.07.2023,Exhaust Blower with stand ,EA, 1.00 ," 11,500.00 "," 2,070.00 "," 13,570.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,406,15.07.2023,Panel back cover,EA, 2.00 ," 2,300.00 ", 414.00 ," 2,714.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,406,15.07.2023,Extension piece for silo,EA, 3.00 ," 1,650.00 ", 297.00 ," 1,947.00 ",,
36AADCM3491M2Z1,"Mylan Laboratories Limited,",TELANGANA,415,17.07.2023,SPOOL PIECE SS 316L VIBRATING FORK TYPE,EA, 1.00 ," 40,000.00 ", -   ," 40,000.00 ",,
24AAACL3371J1ZM,IDEX INDIA PVT  LTD,GUJARAT,418,18.07.2023,HFS_Safety cover,EA, 1.00 ," 3,000.00 ", 540.00 ," 3,540.00 ","CHALLAN NO.20204170,DATE:12.07.2023",
24AAACL3371J1ZM,IDEX INDIA PVT  LTD,GUJARAT,418,18.07.2023,HFS Screw-CCS 320 roll Compactor,EA, 1.00 ," 38,000.00 "," 6,840.00 "," 44,840.00 ","CHALLAN NO.20204170,DATE:12.07.2023",
37AADCS2221D1ZV,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,ANDRA PRADESH,420,18.07.2023,Bellow BFM 200 ID 100 Long wo SPI - PU,EA, 1.00 ," 11,330.00 "," 2,039.00 "," 13,369.00 ",,
37AADCS2221D1ZV,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,ANDRA PRADESH,420,18.07.2023,Connector Bulk Head QSS-8 Festo 153159,EA, 8.00 ," 1,400.00 ", 252.00 ," 1,652.00 ",,
37AADCS2221D1ZV,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,ANDRA PRADESH,420,18.07.2023,"Triclover Blind 1/2"" OD 3A SS 316",EA, 2.00 , 59.00 , 11.00 , 70.00 ,,
37AADCS2221D1ZV,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,ANDRA PRADESH,420,18.07.2023,"Triclover Ferrule 1"" OD 3A S6L",EA, 3.00 , 315.00 , 57.00 , 372.00 ,,
37AADCS2221D1ZV,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,ANDRA PRADESH,420,18.07.2023,"Triclover Clamp 13MHM 1"" OD 3A S04",EA, 3.00 , 516.00 , 93.00 , 609.00 ,,
37AADCS2221D1ZV,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,ANDRA PRADESH,420,18.07.2023,"Triclover PTFE Gasket 1"" OD 3A",EA, 3.00 , 135.00 , 24.00 , 159.00 ,,
37AADCS2221D1ZV,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,ANDRA PRADESH,420,18.07.2023,"ReducerC ERW 2""x1"" OD 14 swg S16",EA, 1.00 , 220.00 , 40.00 , 260.00 ,,
37AADCS2221D1ZV,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,ANDRA PRADESH,420,18.07.2023,"Triclover Clamp 13MHM 2"" OD 3A S04",EA, 1.00 , 208.00 , 37.00 , 245.00 ,,
37AADCS2221D1ZV,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,ANDRA PRADESH,420,18.07.2023,"Triclover PTFE Gasket 2"" OD 3A",EA, 1.00 , 56.00 , 10.00 , 66.00 ,,
37AADCS2221D1ZV,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,ANDRA PRADESH,420,18.07.2023,"Triclover Ferrule 2"" OD 3A S6L",EA, 1.00 , 123.00 , 22.00 , 145.00 ,,
37AADCS2221D1ZV,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,ANDRA PRADESH,420,18.07.2023,"Triclover Blind 12"" OD 3A S6L",EA, 1.00 ," 4,405.50 ", 793.00 ," 5,198.00 ",,
37AADCS2221D1ZV,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,ANDRA PRADESH,420,18.07.2023,"BARRIER, DII, KFD2-SR2-EX2.W , P&F",EA, 1.00 ," 3,900.00 ", 702.00 ," 4,602.00 ",,
37AADCS2221D1ZV,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,ANDRA PRADESH,420,18.07.2023,"Triclover Clamp 183 OD, SS 304",EA, 2.00 ," 3,500.00 ", 630.00 ," 4,130.00 ",,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,436,22.07.2023,Rapid Exhaust Valve SEU ¼ Jenatics,EA, 16.00 ," 5,600.00 "," 1,008.00 "," 6,608.00 ",,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,436,22.07.2023,Connector Elbow QSL-1/4-6 Festo 153047,EA, 32.00 ," 2,944.00 ", 530.00 ," 3,474.00 ",,
27AACCO7798Q1ZA,Olon API India Pvt Ltd,MAHARASHTRA,437,22.07.2023,F-ISO-RIG-Negative CHAMBER-2 +PB-2,EA, 1.00 ," 62,70,000.00 "," 11,28,600.00 "," 73,98,600.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,439,24.07.2023,"2"" Bend 45 ",EA, 2.00 ," 1,200.00 ", 216.00 ," 1,416.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,439,24.07.2023,Cartridge Filter - 1Micron 65 Dia 250 Lg,EA, 2.00 ," 3,422.00 ", 616.00 ," 4,039.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,439,24.07.2023,"TRICLOVER CONNECTOR DN25 X 3/4"" BSP 316L",EA, 4.00 ," 2,789.00 ", 502.00 ," 3,291.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,439,24.07.2023,"Triclover Clamp 13MHM 2"" OD 3A S04",EA, 4.00 , 835.00 , 150.00 , 986.00 ,,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,439,24.07.2023,"Triclover Silicone Gasket 2"" OD 3A",EA, 4.00 , 77.00 , 14.00 , 90.00 ,,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,439,24.07.2023,Solenoid Coil 24V DC NFLP 9150B25 Avcon,EA, 2.00 ," 2,238.00 ", 403.00 ," 2,641.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,439,24.07.2023,Connector Elbow QSL-1/4-8 Festo 153049,EA, 4.00 , 407.00 , 73.00 , 480.00 ,,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,439,24.07.2023, Valve Hand Lever H-5-1/4-B Part 8995F,EA, 1  ," 2,598.00 ", 468.00 ," 3,066.00 ",,
27AACCO7798Q1ZA,Olon API India Pvt Ltd,MAHARASHTRA,440,24.07.2023,F MHS DRUM SAMPLING SYSTEM,EA, 1.00 ," 12,00,000.00 "," 2,16,000.00 "," 14,16,000.00 ",,
27AACCO7798Q1ZA,Olon API India Pvt Ltd,MAHARASHTRA,440,24.07.2023,RIGID WALL REACTOR CHARGING ISOLATOR BUILT SS 316 L,EA, 1.00 ," 18,00,000.00 "," 3,24,000.00 "," 21,24,000.00 ",,
27AACCO7798Q1ZA,Olon API India Pvt Ltd,MAHARASHTRA,440,24.07.2023,SS 316 L RIGID WALL QC ISOLATOR BUILT WITH HMI PLC,EA, 1.00 ," 17,00,000.00 "," 3,06,000.00 "," 20,06,000.00 ",,
27AABCS4225M2Z6,"SERUM INSTITUTE OF INDIA PVT.LTD. 
(SEZ Unit No. PBP-1)",MAHARASHTRA,443,25.07.2023,Glove 230DX800L Ambid EPDM FDA PT:054811,EA, 1.00 ," 18,252.00 ", -   ," 18,252.00 ",,
27AABCS4225M2Z6,"SERUM INSTITUTE OF INDIA PVT.LTD. 
(SEZ Unit No. PBP-1)",MAHARASHTRA,443,25.07.2023,"Vibrapad Type ""VB - VBI""",EA, 3.00 ," 4,125.00 ", -   ," 4,125.00 ",,
27AABCS4225M2Z6,"SERUM INSTITUTE OF INDIA PVT.LTD. 
(SEZ Unit No. PBP-1)",MAHARASHTRA,443,25.07.2023,Connector Straight QS-3/8-16 Festo,EA, 8.00 ," 2,240.00 ", -   ," 2,240.00 ",,
27AABCS4225M2Z6,"SERUM INSTITUTE OF INDIA PVT.LTD. 
(SEZ Unit No. PBP-1)",MAHARASHTRA,443,25.07.2023,Regulator Air Pressure LR-3/8-D-MIDI 159,EA, 4.00 ," 8,438.00 ", -   ," 8,438.00 ",,
27AAKPP7672H1Z4,RIDDHI ENTERPRISE,MAHARASHTRA,445,26.07.2023,"Connector Hxe x 1"" BSP M X 3/4"" M SS316L ",MTRS, 2.00 , 720.00 , 130.00 , 850.00 ,,
24CTLPS3508R1ZX,MAHENDRA FASTENERS ,GUJARAT,447,26.07.2023,BOLT ALLEN CSK M3 15mm SS304,EA, 500.00 ," 6,000.00 "," 1,080.00 "," 7,080.00 ",,
24CTLPS3508R1ZX,MAHENDRA FASTENERS ,GUJARAT,447,26.07.2023,BOLT HEXAGONAL HEAD M8 30mm SS316,EA, 59.00 ," 1,180.00 ", 212.00 ," 1,392.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Filter Reg Lubri FRC-3/8D-MINI 162736 F,EA, 4.00 ," 20,876.00 "," 3,757.68 "," 24,634.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Flow control Valve GRLA-1/8-QS-8-D F,EA, 14.00 ," 7,364.00 "," 1,325.52 "," 8,690.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Filter Casing HT384 DN50 MS Security Fil,EA, 2.00 ," 17,000.00 "," 3,060.00 "," 20,060.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Security Filter (HEPA-10) 0.3µ DEC,EA, 3.00 ," 15,798.00 "," 2,843.64 "," 18,642.00 ",,
